,X.1,X,Month,Day,Year,Time,Location,Operator,Flight..,Route,Type,Registration,cn.In,Aboard,Fatalities,Ground,Summary,CrashStatus
232,232,232,2,20,1931,,Canada,Western Canada Airways,,Winnigeg - Moosejaw,Fokker Universal F-14,,,3,2,0,NA,Y
233,233,233,2,24,1931,,Off Spain,Aeropostale,,,Latecoere 32,F-AITX,,3,1,0,NA,Y
234,234,234,3,21,1931,,Australia,Australian National Airways,,,Avro 10,VH-UMF,241,8,8,0,NA,Y
235,235,235,3,31,1931,10:45,Kansas,Trans Continental and Western Air,599,Kansas City - Wichita -  Los Angeles,Fokker F10A Trimotor,NC-999,1063,8,8,0,NA,Y
236,236,236,4,14,1931,,Germany,Deutsche Lufthansa,,,Messerschmitt M-20,D-1928,442,10,2,0,NA,Y
237,237,237,5,5,1931,23:30,California,PacifiAir Transport,,San Diego - Los Angeles,Boeing 40,NC5390,,2,2,0,NA,Y
238,238,238,5,22,1931,,Australia,Guiena Airways,,,Junkers W-34,VH-UNR,,1,1,0,NA,Y
239,239,239,5,24,1931,22:30,Pennsylvania,National Air Transport,,,Boeing 95,NC397E,,1,1,0,NA,Y
240,240,240,6,7,1931,9:00,Burma,Air Orient,,Saigon - Karachi,Fokker F-VIIB,PH-AEO,5096,4,4,0,NA,Y
241,241,241,6,11,1931,,Ohio,Rubner Flying Service,,,Lockheed Vega 2,NC857E,64,3,2,0,NA,Y
242,242,242,6,13,1931,,Germany,Deutsche Lufthansa,,Cologne - Saarbrucken,Dornier Merkur,D-1455,177,4,4,0,NA,Y
243,243,243,7,12,1931,,Illinois,Braniff Airlines,,Chicago - Detroit,Lockheed Vega,NC8497,,2,2,0,NA,Y
244,244,244,7,14,1931,,Australia,Australian Aerial Services,,,Lasco Lascowl,VH-UGF,,2,2,0,NA,Y
245,245,245,7,21,1931,,Illinois,American Airways,,,Pitcairn PA-6 Mailwing,,,1,1,0,NA,Y
246,246,246,7,24,1931,,Bulgaria,CIDNA,,Constantinople - Budapest,Fokker F-VII,,,7,7,0,NA,Y
247,247,247,8,9,1931,8:40,Ohio,American Airways,,,Ford 5-AT-C Tri Motor,NC9662,5AT-029,6,6,0,NA,Y
248,248,248,9,14,1931,20:00,Illinois,Chicago-Detroit Airways,,,Lockheed Vega,NC606,,1,1,0,NA,Y
249,249,249,9,16,1931,4:00,California,PacifiAir Transport,,"Oakland, CA - Seattle, WA",Boeing 40,NC10347,,4,4,0,NA,Y
250,250,250,10,6,1931,,Canada,Deutsche Lufthansa,,,Heinkel HE-2,D-1717,334,3,3,0,NA,Y
251,251,251,10,14,1931,,Brazil,Syndicato Condor,,,Dornier Wal,P-BALSA,107,3,3,0,NA,Y
252,252,252,11,5,1931,6:48,New Jersey,"NY, Phil., Washington AW",,"Newark, NJ  - Camden, NJ - Washington DC",Lockheed Orion 9,NC12221,178,5,5,0,NA,Y
253,253,253,11,13,1931,,South Africa,Union Airways,,,De Havilland DH.80,,,3,3,0,NA,Y
254,254,254,11,23,1931,,Utah,Boeing Air Transport,,,Boeing 40,NC7465,,1,1,0,NA,Y
255,255,255,11,24,1931,,China,China National Aviation Corporation,,Nanking - Peiking,Stinson,,,3,3,0,NA,Y
256,256,256,11,26,1931,22:30,Washington,Varney Air Lines,,"Portland,  WA - Pasco, WA",Boeing 40,NC10338,,1,1,0,NA,Y
257,257,257,12,5,1931,,Illinois,Braniff Airways,,Kansas City - Chicago,Lockheed Vega 5,NC433E,49,6,2,0,NA,Y
258,258,258,12,6,1931,,Thailand,KLM Royal Dutch Airlines,,,Fokker F-VIIb-3M,PH-AFO,5226,7,5,0,NA,Y
259,259,259,12,9,1931,,Off Algiers,Aeropostale,,,CAMS 56,F-AIOX,,2,2,0,NA,Y
260,260,260,12,31,1931,,Ohio,American Airways,,"Port Colombus, OH - Louisville, KY",Fairchild Pilgrim 100A,,,5,4,0,NA,Y
261,261,261,1,21,1932,,Ilinois,Northwest Airways,,"Rockford - Chicago, IL - Madison, WI",Stinson SM-2A,,,1,1,0,NA,Y
262,262,262,1,29,1932,,California,Century PacifiLines,,"San Francisco - Bakersfield - Los Angeles, CA",Stinson SM-6000B,,5034,8,8,0,NA,Y
263,263,263,2,1,1932,,Florida,Bimini Airways,,Miami - Bimini,Fairchild,,,5,5,0,NA,Y
264,264,264,2,2,1932,,Michigan,Transamerican Airlines,,Chicago - Kalamazoo,Stearman C-3MB,,,1,1,0,NA,Y
265,265,265,2,2,1932,,California,Boeing Air Transport,,,Boeing 40,NC7470,,2,1,0,NA,Y
266,266,266,2,27,1932,,Brazil,Aeropostale,,,Latecoere 28,F-AJOX,,3,3,0,NA,Y
267,267,267,3,8,1932,2:00,Illinois,Century Air Lines,,Training,Stinson SM-6000B,,,5,2,0,NA,Y
268,268,268,3,19,1932,,California,American Airways,,"Phoenix, AZ - Los Angeles, CA",Fokker F-10A,,1027,7,7,0,NA,Y
269,269,269,3,21,1932,,Ohio,Trans Continental and Western Air,,Columbus - McKeesport,Northrop Alpha,,,1,1,0,NA,Y
270,270,270,3,29,1932,,Syria,Air Orient,,,Farman F-190,,,3,3,0,NA,Y
271,271,271,3,31,1932,,Ohio,National Air Transport,,,Boeing 95,NC191E,,1,1,0,NA,Y
272,272,272,4,21,1932,,Indiana,Transamerica Airlines,,,Stearman C-3MB,,,1,1,0,NA,Y
273,273,273,5,3,1932,,Oregon,Varney Air Lines,,,Boeing 40,NC830M,,2,2,0,NA,Y
274,274,274,5,16,1932,,California,PacifiAir Transport,,San Diego - Burbank - Oakland,Boeing 40,NC5589,,3,3,0,NA,Y
275,275,275,7,16,1932,,Chile,Panagra,,"Santiago, Chile - Mendosa, Argentina",Ford 5-AT-C Tri Motor,NC403H,5-AT-062,9,9,0,NA,Y
276,276,276,8,12,1932,,Lebanon,Air Orient,,,CAMS 53,F-AIQY,,7,1,0,NA,Y
277,277,277,8,30,1932,,Germany,A B Aerotransport,,,Junkers G-23,SE-AAE,,2,2,0,NA,Y
278,278,278,9,8,1932,c:09:00,Texas,American Airways,,El Paso - Dallas,Fokker F-10,NC9716,,4,3,0,NA,Y
279,279,279,9,17,1932,,England,Air Union,,,Liore-et-Olivier 213,F-AIFE,,2,1,0,NA,Y
280,280,280,9,18,1932,,Australia,New England Airways,,,De Havilland DH-80,VH-UPM,,3,3,0,NA,Y
281,281,281,10,12,1932,,Mauritania,Aeropostale,,,Latecoere 28,,,1,1,0,NA,Y
282,282,282,10,26,1932,,Bolivia,Lloyd Aero Boliviano,,,Ford Tri-motor 5,,,2,2,0,NA,Y
283,283,283,10,29,1932,,England,Deutsche Lufthansa,,,Junkers W-33,,,2,2,0,NA,Y
284,284,284,11,2,1932,,Germany,Deutsche Lufthansa,,Nuremberg - Frankfort,Junkers F-13,D-724,696,5,5,0,NA,Y
285,285,285,11,25,1932,,Arkansas,Hunter Airways,,"Little Rock, AR - Memphis, TN",Travel Air 6000,,,2,2,0,NA,Y
286,286,286,12,14,1932,,Texas,Trans Continental and Western Air,,,Ford 5,NC9650,,2,2,0,NA,Y
287,287,287,12,14,1932,,Colorado,Boeing Air Transport,,,Boeing 40,NC842M,,1,1,0,NA,Y
288,288,288,12,26,1932,,Australia,Guinea Airways,,,De Havilland DH-60,VH-UMJ,,2,2,0,NA,Y
289,289,289,1,10,1933,,Algiers,Aeropostale,,,CAMS 53,F-AISV,,1,1,0,NA,Y
290,290,290,1,14,1933,,New Jersey,Eastern Air Transport,,Test flight,Curtiss Condor 18,NC185H,,2,2,0,NA,Y
291,291,291,1,20,1933,,Georgia,American Airways,,,Stearman 4,N490W,,1,1,0,NA,Y
292,292,292,1,20,1933,2:07,Texas,American Airways,,Big Springs - San Antonio,Stearman 4,NC11721,,1,1,0,NA,Y
293,293,293,1,24,1933,,Oregon,PacifiAir Transport,,,Ford 5-AT-D,NC431H,5-AT-098,3,1,0,NA,Y
294,294,294,3,11,1933,,Argentina,Pan American Grace Airways,,"Mendoza, Argentina - Santiago, Chili",Fairchild FC-2W,NC9723,,2,2,0,NA,Y
295,295,295,3,25,1933,20:07,California,Varney Airlines,,Burbank - San Francisco,Lockheed Orion 9,NC12226,184,3,3,11,NA,Y
296,296,296,3,28,1933,14:30,Belgium,Imperial Airways,,"Cologne, Germany - Croydon, England",Armstrong Whitworth Argosy II,G-AACI,AW-363,15,15,0,NA,Y
297,297,297,4,3,1933,,Germany,Deutsche Lufthansa,,,Junkers F-13,D-534,,2,1,0,NA,Y
298,298,298,4,4,1933,12:30,New Jersey,Military - U.S. Navy,,,Goodyear-Zeppelin U.S.S. Akron (airship),ZRS-4,,76,73,0,NA,Y
299,299,299,4,23,1933,,Italy,Air Orient,,,Cams 33,F-ALCE,29,6,6,0,NA,Y
300,300,300,4,29,1933,,Germany,Eurasia,,,Junkers W-34,D-4,2737,4,4,0,NA,Y
301,301,301,5,9,1933,,Spain,Aeropostale - La Tecoere Company,,Paris - Morroco,Latecoere 28-1,F-AJIX,1701,6,6,0,NA,Y
302,302,302,6,2,1933,,Virginia,Eastern Air Transport,,,Pitcairns PA-6,,,1,1,0,NA,Y
303,303,303,8,29,1933,,New Mexico,Trans Continental and Western Air,,,Ford 5-AT-B Tri Motor,NC9607,5-AT-005,5,5,0,NA,Y
304,304,304,9,12,1933,,Yugoslavia,Aeroput,,,Farman F-306,YU-SAH,,8,8,0,NA,Y
305,305,305,10,10,1933,21:00,Indiana,United Air Lines,,Cleveland - Chicago,Boeing 247-D,NC13304,1685,10,10,0,NA,Y
306,306,306,10,31,1933,,France,Air France,,,Farman F-301,F-AJMI,,2,2,0,NA,Y
307,307,307,11,10,1933,,New Mexico,Trans Continental and Western Air,,,Northrop Delta,NC12292,,1,1,0,NA,Y
308,308,308,11,21,1933,15:00,USSR,Kalinin,,Test flight,Kalinin K-7,,,20,14,0,NA,Y
309,309,309,11,24,1933,,Illinois,National Air Transport,,,Boeing 247,NC13324,,2,2,0,NA,Y
310,310,310,12,11,1933,,Germany,Deutsche Lufthansa,,Berlin - Hamburg,Focke-Wulf A-17,D-1403,47,8,7,0,NA,Y
311,311,311,12,14,1933,,South Africa,Union Airways,,,Junkers W-34,ZS-AEB,2735,6,4,0,NA,Y
312,312,312,12,30,1933,,Belgium,Imperial Airways,,"Brussels, Belgium - Croydon, England",Avro 10,G-ABLU,528,10,10,0,NA,Y
313,313,313,1,15,1934,18:15,France,Air France,,Saigon - Paris,Dewoitine D-332,F-AMMY,1,14,14,0,NA,Y
314,314,314,1,20,1934,,France,Air France,,,Breguet 280T,F-AJKX,,2,2,0,NA,Y
315,315,315,2,23,1934,2:00,Utah,Boeing Aircraft Company,,Salt Lake City - Cheyenne,Boeing 247,NC13357,1739,8,8,0,NA,Y
316,316,316,2,26,1934,,Morocco,Air France,,,Latécoère 28,F-AJPA,925,6,1,0,NA,Y
317,317,317,3,6,1934,,Illinois,American Airways,,"St. Louis, MO - Chicago, IL",Fairchild Pilgrim 100A,NC710Y,6606,4,4,0,NA,Y
318,318,318,3,10,1934,,Colombia,Pan American Airways (Scadta),,Quiddo - Cartago,Sikorsky S-38 Flying Boat,NC-9107,,6,5,0,NA,Y
319,319,319,3,22,1934,,Peru,Pan American Grace Airlines,,,Ford 5-AT-C Tri-Motor,NC407H,5-AT-066,15,3,0,NA,Y
320,320,320,4,10,1934,,China,China National Aviation Corporation,,,Sikorsky S-38BB,NV17V,,3,3,0,NA,Y
321,321,321,5,9,1934,,English Channel,Air France,,"Dieppe, France - New Haven, England",Wibault 282T-12,F-AMPH,8,6,6,0,NA,Y
322,322,322,5,31,1934,5:00,England,Air France,,"Croydon, England - Paris, France",Liore-et-Olivier 213,F-AIVG,,2,2,0,NA,Y
323,323,323,6,9,1934,,New York,American Airways,,New York - Chicago,Curtiss Condor T-32,NC12354,22,7,7,0,NA,Y
324,324,324,6,11,1934,,Argentina,Panagra,,Buenos Aires - Santiago,Ford 5-AT-C Tri-Motor,NC8417,5-AT-055,10,5,0,NA,Y
325,325,325,6,22,1934,,Germany,Deutsche Lufthansa,,,Dornier Merkur,D-1445,176,7,1,0,NA,Y
326,326,326,6,23,1934,6:00,California,Aerevias Centrales Air Service,,Mexico - Burbank,Lockheed Orion,XA-BEJ,,1,1,0,NA,Y
327,327,327,7,9,1934,,California,United Air Services,,San Bernardion - Los Angeles,Lockheed Vega,NC32E,,4,3,0,NA,Y
328,328,328,7,27,1934,,Germany,Swissair,,,Curtiss AT-32C Condor,CH-170,53,12,12,0,NA,Y
329,329,329,8,5,1934,,Brazil,Air France,,,Latecoere 26,F-AILK,,2,2,0,NA,Y
330,330,330,8,31,1934,23:42,Missouri,Rapid Air Transport,6,Omaha - St. Joseph,Stinson  SM-6000B,NC10809,5004,5,5,0,NA,Y
331,331,331,10,3,1934,,Australia,Qantas,,,de Havilland DH-50A,VH-UHE,,3,3,0,NA,Y
332,332,332,10,19,1934,,Australia,Holyman Airways,,Launceston - Melbourne,de Havilland DH-86,VH-URN,2301,11,11,0,NA,Y
333,333,333,11,2,1934,,Australia,Holdens Air Transport Service,,,De Havilland DH-61,VH-UHW,,4,2,0,NA,Y
334,334,334,11,15,1934,,Australia,Qantas,,,de Havilland DH-86,VH-USG,2311,4,4,0,NA,Y
335,335,335,11,15,1934,,Australia,Qantas,,,de Havilland DH-86,VH-USG,2311,4,4,0,NA,Y
336,336,336,11,15,1934,0:00,Montana,Rapid Air Transport,,"Omaha, NB - Kansas City, MO",Stinson SM-6000-B,NC10809,,2,2,0,NA,Y
337,337,337,12,7,1934,,Germany,Deutsche Lufthansa,,,Junkers F-13,D-OMAS,2008,3,3,0,NA,Y
338,338,338,12,8,1934,5:30,Missouri,Braniff Airlines,,"Kansas City, MO - Chicago, IL",Lockheed Vega 5C,NC106W,,1,1,0,NA,Y
339,339,339,12,10,1934,7:30,Cuba,Cubana de Aviacion,,Santiago - Havana,Ford 4-AT-E Tri-motor,NM-7,4-AT-63,8,4,0,NA,Y
340,340,340,12,20,1934,2:30,Syria,KLM Royal Dutch Airlines,,"Amsterdam - Batavia, Java",Douglas DC-2-115A,PH-AJU,1317,7,7,0,NA,Y
341,341,341,12,22,1934,2:52,Tennessee,American Airlines,,"Louisville, KY - Nashville, TN",Lockheed Orion 9D,NC12286,,1,1,0,NA,Y
342,342,342,1,26,1935,,Pennsylvania,Trans Continental and Western Air,,"Newark, NJ - Columbus, OH",Consolidated Fleetster,NC13212,,1,1,0,NA,Y
343,343,343,1,31,1935,,Germany,Deruluft,,Koenigberg - Berlin,Junkers JU-52/3m,D-AREN,4051,11,11,0,NA,Y
344,344,344,3,15,1935,,Egypt,Misrair,,Jerusalem - Cairo,de Havilland Dragon 1,SU-ABI,6031,6,3,0,NA,Y
345,345,345,3,29,1935,,Germany,Deutsche Lufthansa,,,Junkers F-13,D-OHIL,,5,5,0,NA,Y
346,346,346,4,1,1935,,France,Air France,,,Farman F-300,F-ALHQ,,3,1,0,NA,Y
347,347,347,4,6,1935,,Germany,KLM Royal Dutch Airlines,,"Praha, Czechoslovakia - Amsterdam, Netherlands",Fokker F-12,PH-AFL,5242,7,7,0,NA,Y
348,348,348,5,1,1935,,Colorado,Varney Air Lines,,,Lockheed Vega,NC891E,,1,1,0,NA,Y
349,349,349,5,6,1935,3:30,Missouri,Trans Continental and Western Air,6,Los Angeles - Albuquerque - Kanasas City -  Washington,Douglas DC-2-112,NC13785,1295,14,5,0,NA,Y
350,350,350,5,18,1935,18:35,Michigan,Knowles Flying Service of Detroit,,Sightseeing,Ford model 4-AT-E,WC-7864,4-AT-49,12,3,0,NA,Y
351,351,351,5,18,1935,0:45,Russia,Gor'ky Eskadril'ya,,Demonstration,Tupolev ANT-20 / I-5,CCCP-I20,,50,50,2,NA,Y
352,352,352,5,27,1935,,Wyoming,Wyoming Air Service,,,Boeing 221,NC725W,,1,1,0,NA,Y
353,353,353,5,28,1935,,Illinois,Chicago and Southern Airlines,,Chicago - St. Louis,Stinson SM6000B Tri-motor,NC10894,,2,2,0,NA,Y
354,354,354,5,29,1935,,Honduras,,,,,,,9,6,0,NA,Y
355,355,355,6,24,1935,14:36,Colombia,Servicio Aereo Columbiano / SCADTA,,,Ford Tri-Motor / Ford Tri-Motor,C-31 / F-31,5-AT-112/5-AT-006,20,17,0,NA,Y
356,356,356,7,14,1935,,Netherlands,KLM Royal Dutch Airlines,,Amsterdam - Sweden,Fokker F-XXII,PH-AQJ,5358,20,6,0,NA,Y
357,357,357,7,19,1935,14:20,Mississippi,Wedell-Williams Air Service Corporation,,"New Orleans, LA - Mobile, AL",General 102-E,NC-492K,,2,2,0,NA,Y
358,358,358,7,20,1935,,Switzerland,KLM Royal Dutch Airlines,,"Milan, Italy - Amsterdam",Douglas DC-2,PH-AKG,1335,13,13,0,NA,Y
359,359,359,8,14,1935,23:45,Texas,Delta Air Lines,4,Dallas -  Atlanta,Stinson Model A,NC14599,9103,4,4,0,NA,Y
360,360,360,8,15,1935,20:08,Wyoming,Aero Mayflower Transit Co,,Helena - Denver,"Waco, model YLC",NC14140,,3,3,0,NA,Y
361,361,361,8,15,1935,20:18,Alaska,Private,,,Lockheed Orion 9E Explorer float plane,NR12283,195,2,2,0,NA,Y
362,362,362,9,1,1935,23:00,California,Western Air Express,,"Burbank, CA - Salt Lake City, UT",Boeing 247,NC13314,,3,3,0,NA,Y
363,363,363,10,2,1935,,Australia,Holyman Airways,,,de Havilland DH-86,VH-URT,2312,5,5,0,NA,Y
364,364,364,10,7,1935,2:19,Wyoming,United Air Lines,4,Salt Lake City - Cheyenne,Boeing 247D,NC13317,1698,12,12,0,NA,Y
365,365,365,10,9,1935,,Gulf of Finland,Aero O-Y,,,Junkers F-13,OH-ALI,2033,6,6,0,NA,Y
366,366,366,10,21,1935,,New York,Chamberlin Flying Service,,,Curtiss AT-32C Condor,NC725K,,6,1,0,NA,Y
367,367,367,10,30,1935,19:40,Wyoming,United Air Lines,,Test flight,Boeing B-247-D,NC13323,1704,4,4,0,NA,Y
368,368,368,11,2,1935,,Brazil,Air France,,Bahia - Aracaju,Latécoère 28-1,F-AJIQ,906,4,4,0,NA,Y
369,369,369,11,9,1935,,Honduras,TACA,,,Ford Tri-Motor,,,14,14,0,NA,Y
370,370,370,11,9,1935,4:40,Texas,Braniff Airlines,,Dallas - Waco,Lockheed Vega,NC980Y,,1,1,0,NA,Y
371,371,371,11,11,1935,,France,Air France,,,Latecoere 28,F-AJPB,,3,3,0,NA,Y
372,372,372,12,4,1935,,France,Air Bleu,,,Caudron C-630 Simoun,F-ANRK,,2,1,0,NA,Y
373,373,373,12,10,1935,,England,Sabena,,"Brussels, Belgium - Croydon, England",Savoia-Marchetti SM73,OO-AGN,30002,11,11,0,NA,Y
374,374,374,12,24,1935,,Germany,Deutsche Lufthansa,,,Heinkel He-70,D-UVOR,915,3,3,0,NA,Y
375,375,375,12,31,1935,17:20,Egypt,Imperial Airways,,Mirabella - Alexandria,Short Calcutta,G-AASJ,S-752,13,12,0,NA,Y
376,376,376,1,14,1936,19:32,Arkansas,American Airlines,1,"Newark, NJ - Fort Worth, TX",Douglas DC-2-120,NC14274,1307,17,17,0,NA,Y
377,377,377,1,17,1936,,Boliva,Lloyd Aereo Boliviano,,Cochabamba - La Paz,Junkers JU-52,,4018,13,13,0,NA,Y
378,378,378,1,21,1936,,France,Air France,,Marseille - Tunis,CAMS 53,F-AJIR,19,6,6,0,NA,Y
379,379,379,1,29,1936,,Texas,American Airlines,,"Chicago, IL - Oklahoma City, OK",Vultee V-1,NC13767,5,6,1,0,NA,Y
380,380,380,2,15,1936,,South AtlantiOcean,Deutsche Lufthansa,,"Natal, Brazil - Bathhurst, Gambia",Dormier Do-J-Iif Bos Wal,D-ADYS,229,4,4,0,NA,Y
381,381,381,3,5,1936,,China,China National Aviation Corporation,,,Ford 5-AT-D Tri-Motor,,,6,0,0,NA,Y
382,382,382,3,26,1936,,Mexico,Compania de Mexico,,Mexico - Guatemala,Ford 5-AT-B Tri Motor,X-ABCO,5-AT-115,14,14,0,NA,Y
383,383,383,4,1,1936,19:10,New York,American Airlines,,"Newwark, N.J. - Buffalo, NY",Stinson Model A,NC15152,,2,2,0,NA,Y
384,384,384,4,7,1936,10:20,Pennsylvania,Trans Continental and Western Air,1,Newark - Los Angeles,Douglas DC-2-112,NC13721,1247,15,13,0,NA,Y
385,385,385,4,11,1936,5:20,Trinidad,Pan American Airways,,Miami - Rio de Janeiro,Sikorsky S-42A,NC1537,,25,3,0,NA,Y
386,386,386,4,15,1936,,Italy,Avio Linee Italiane,,Turin - Milan,OFM F-VIIb/3m,I-AAXZ,359,7,7,0,NA,Y
387,387,387,4,17,1936,,Switzerland,Deutsche Lufthansa,,,Junkers JU-52,D-ASOR,,5,3,0,NA,Y
388,388,388,4,21,1936,,France,Sabena,,,Fokker F-VII,OO-AIF,,2,2,0,NA,Y
389,389,389,4,30,1936,,Switzerland,Swissair,,,General Aviation GA-43,HB-ITU,,2,2,0,NA,Y
390,390,390,5,16,1936,,Australia,Holyman Airways,,,De Havilland DH-60,VH-UII,,2,2,0,NA,Y
391,391,391,6,9,1936,,Sweden,A B Aerotransport,,Malmo - Amsterdam,Fokker F-XXII,SE-ABA,,15,1,0,NA,Y
392,392,392,6,13,1936,,Germany,Deutsche Lufthansa,,,Junkers JU-160,D-UPYM,4211,6,1,0,NA,Y
393,393,393,6,16,1936,,Norway,Den Norske Luftfartskole,,Bergen - Trondheim,Junkers JU-52/3m,LN-DAE,4077,7,7,0,NA,Y
394,394,394,7,31,1936,,Jersey,Guernsey Airways,,Guernsey - Jersey,Saro Cloud,G-ABXW,A-19/4,7,7,0,NA,Y
395,395,395,8,2,1936,6:00,France,Air France,,,Wibault 280,,,3,3,0,NA,Y
396,396,396,8,3,1936,,Mexico,Mexicana,,,Lockheed Orion,XA-BAY,,1,1,0,NA,Y
397,397,397,8,5,1936,22:00,Missouri,Chicago Southern Airlines,4,New Orleans - Chicago,Lockheed 10B Electra,NC16022,,8,8,0,NA,Y
398,398,398,8,6,1936,,Colombia,SCADTA,,,Junkers F-13,C-40,,2,2,0,NA,Y
399,399,399,8,12,1936,,Germany,British Airways,,,De Havilland DH-86,G-ADEB,,2,2,0,NA,Y
400,400,400,8,22,1936,,Greece,Imperial Airways,,,Short Kent,G-ABFA,,11,2,0,NA,Y
401,401,401,9,25,1936,,English Channel,Imperial Airways,,,Boulton and Paul P-71,G-ACOX,,2,2,0,NA,Y
402,402,402,9,28,1936,,Colorado,Varney Air Lines,,"El Paso, TX - Pueblo, CO",Lockheed Vega,NC176W,,3,3,0,NA,Y
403,403,403,9,29,1936,,Illinois,Blue Bird Air Service,,,Lockheed Vega 5C,NC959Y,170,4,4,0,NA,Y
404,404,404,10,6,1936,,Mexico,Mexicana,,,Lockheed Orion,XA-BDH,,1,1,0,NA,Y
405,405,405,10,9,1936,,,North Sea Aerial and General Transport,,,Blackburn B-2,G-ABWI,,1,1,0,NA,Y
406,406,406,11,1,1936,,Germany,Deutsche Lufthansa,,Frankfurt - Erfurt,Junkers JU-52,D-APOO,5506,15,11,0,NA,Y
407,407,407,11,6,1936,,Near Moscow,Deruluft,,,Antonov AN-9,CCCP-D311,,9,9,0,NA,Y
408,408,408,11,17,1936,,Germany,Deutsche Lufthansa,,,Junkers JU-52/3m,D-ASUI,5498,16,4,0,NA,Y
409,409,409,11,19,1936,,England,British Airways,,,Fokker F-XII,G-AEOT,,4,2,0,NA,Y
410,410,410,12,4,1936,,France,Deutsche Lufthansa,,,Junkers JU-52/3m,D-ASIH,5078,6,6,0,NA,Y
411,411,411,12,7,1936,10:47,French West Africa,Air France,,,Latécoère 300,F-AKGF,1,5,5,0,NA,Y
412,412,412,12,9,1936,10:30,England,KLM Royal Dutch Airlines,,Croydon - Amsterdam,Douglas DC-2-115E,PH-AKL,1358,17,15,0,NA,Y
413,413,413,12,15,1936,3:14,Utah,Western Air Express,6,Burbank - Las Vegas - Salt Lake City,Boeing 247D,NC13370,1957,7,7,0,NA,Y
414,414,414,12,18,1936,3:20,Idaho,Northwest Orient Airlines,,,Lockheed 10 Electra,NC14935,,2,2,0,NA,Y
415,415,415,12,19,1936,20:47,Pennsylvania,Eastern Air Lines,14,"Miami, FL - Charleston, SC - Newark, NJ",Douglas DC-2-112,NC13732,1258,14,14,0,NA,Y
416,416,416,12,23,1936,,Texas,Braniff Airways,,Test flight,Lockheed 10 Electra,NC14905,1018,6,6,0,NA,Y
417,417,417,12,27,1936,19:38,California,United Air Lines,34,Oakland - San Francisco - Los Angeles,Boeing 247-D,NC13355,1737,12,12,0,NA,Y
418,418,418,1,12,1937,11:07,California,Western Air Express,7,Salt Lake City - Burbank,Boeing 247B,NC13315,1696,13,5,0,NA,Y
419,419,419,1,26,1937,,Algeria,Sabena,,Belgian Congo - Brussels,Sabca S-73,OO-AGR,,12,12,0,NA,Y
420,420,420,2,9,1937,20:50,California,United Air Lines,23,Los Angeles - San Francisco - Oakland,Douglas DC-3A,NC16073,1913,11,11,0,NA,Y
421,421,421,2,19,1937,13:40,Australia,Airlines of Australia,,Brisbane - Sidney,Stinson Model A,VH-UHH,1926,7,5,0,NA,Y
422,422,422,3,12,1937,,Gambia,Deutsche Lufthansa,,"Las Palmas, Canary Islands - Bathhurst, Gambia",Heinkel He-111V2,D-ALIX,715,4,4,0,NA,Y
423,423,423,3,24,1937,,France,Imperial Airways,,"Southhampton, England - Alexandria, Egypt",Short  S-23 (flying boat),G-ADVA,S-818,6,5,0,NA,Y
424,424,424,3,25,1937,18:40,Pennsylvania,Trans Continental and Western Air,15A,Newark - Camden - Pittsburg,Douglas DC-2-112,NC13730,1256,13,13,0,NA,Y
425,425,425,3,26,1937,,Germany,Deutsche Lufthansa,,,Junkers JU-52/3m,D-UPOZ,4207,6,2,0,NA,Y
426,426,426,5,6,1937,19:25,New Jersey,Deutsche Zeppelin Reederei,LZ 129,Frankfurt - Lakehurst N.J.,Zeppelin LZ-129,D-LZ-129,D-LZ129,97,35,1,NA,Y
427,427,427,5,20,1937,,Germany,Deutsche Lufthansa,,,Heinkel He-70,D-UXUV,916,4,4,0,NA,Y
428,428,428,7,2,1937,,New Guinea,Private - Purdue Reasearch Foundation,,Lae - Howland Island,Lockheed 10E Electra,NR16020,1055,2,2,0,NA,Y
429,429,429,7,28,1937,,Belgium,KLM Royal Dutch Airlines,,Amsterdam - Paris,Douglas DC-2-115L,PH-ALF,1585,15,15,0,NA,Y
430,430,430,8,2,1937,,Sudan,Ala Littoria,,"Rome, Italy - Kartoum",Savoia-Marchetti SM73,I-SUSA,30014,9,9,0,NA,Y
431,431,431,8,3,1937,,Panama,Pan American Grace Airways,,"Santiago, Chili - Cristobal, Panama",Sikorsky S-43,NC15065,4305,14,14,0,NA,Y
432,432,432,8,8,1937,10:50,China,China National Aviation Corporation,,Canton - Shanghi,Sikorsky S-43,,,11,3,0,NA,Y
433,433,433,8,10,1937,4:40,Florida,Eastern Air Lines,7,Chicago - Daytona,Douglas DC-2,NC-13739,1289,9,4,0,NA,Y
434,434,434,8,23,1937,,Argentina,Pan American Grace Airways,,Mendosa - Cordoba,Douglas DC-2,NC14298,,3,3,0,NA,Y
435,435,435,8,27,1937,,Australia,Guinea Airways,,,Stinson SR-7 Reliant,VH-URC,,2,1,0,NA,Y
436,436,436,3,23,1938,,France,Air France,,,Dewoitine D-338,F-AQBB,2,8,8,0,NA,Y
437,437,437,10,1,1937,,Greece,Imperial Airways,,"Alexandria, Egypt  - Athens, Greece",Short Empire Flying Boat,G-ADVC,,14,2,0,NA,Y
438,438,438,10,6,1937,,Netherlands Indies,KLM Royal Dutch Airlines,,,Douglas DC-3,PH-ALS,,5,4,0,NA,Y
