"","X.2","X.1","X","Month","Day","Year","Time","Location","Operator","Flight..","Route","Type","Registration","cn.In","Aboard","Fatalities","Ground","Summary","CrashStatus"
"400",400,400,400,8,22,1936,"","Greece","Imperial Airways","","","Short Kent","G-ABFA","",11,2,0,NA,"Y"
"402",402,402,402,9,28,1936,"","Colorado","Varney Air Lines","","El Paso, TX - Pueblo, CO","Lockheed Vega","NC176W","",3,3,0,NA,"Y"
"404",404,404,404,10,6,1936,"","Mexico","Mexicana","","","Lockheed Orion","XA-BDH","",1,1,0,NA,"Y"
"406",406,406,406,11,1,1936,"","Germany","Deutsche Lufthansa","","Frankfurt - Erfurt","Junkers JU-52","D-APOO","5506",15,11,0,NA,"Y"
"408",408,408,408,11,17,1936,"","Germany","Deutsche Lufthansa","","","Junkers JU-52/3m","D-ASUI","5498",16,4,0,NA,"Y"
"410",410,410,410,12,4,1936,"","France","Deutsche Lufthansa","","","Junkers JU-52/3m","D-ASIH","5078",6,6,0,NA,"Y"
"412",412,412,412,12,9,1936,"10:30","England","KLM Royal Dutch Airlines","","Croydon - Amsterdam","Douglas DC-2-115E","PH-AKL","1358",17,15,0,NA,"Y"
"414",414,414,414,12,18,1936,"3:20","Idaho","Northwest Orient Airlines","","","Lockheed 10 Electra","NC14935","",2,2,0,NA,"Y"
"416",416,416,416,12,23,1936,"","Texas","Braniff Airways","","Test flight","Lockheed 10 Electra","NC14905","1018",6,6,0,NA,"Y"
"418",418,418,418,1,12,1937,"11:07","California","Western Air Express","7","Salt Lake City - Burbank","Boeing 247B","NC13315","1696",13,5,0,NA,"Y"
"420",420,420,420,2,9,1937,"20:50","California","United Air Lines","23","Los Angeles - San Francisco - Oakland","Douglas DC-3A","NC16073","1913",11,11,0,NA,"Y"
"422",422,422,422,3,12,1937,"","Gambia","Deutsche Lufthansa","","Las Palmas, Canary Islands - Bathhurst, Gambia","Heinkel He-111V2","D-ALIX","715",4,4,0,NA,"Y"
"424",424,424,424,3,25,1937,"18:40","Pennsylvania","Trans Continental and Western Air","15A","Newark - Camden - Pittsburg","Douglas DC-2-112","NC13730","1256",13,13,0,NA,"Y"
"426",426,426,426,5,6,1937,"19:25","New Jersey","Deutsche Zeppelin Reederei","LZ 129","Frankfurt - Lakehurst N.J.","Zeppelin LZ-129","D-LZ-129","D-LZ129",97,35,1,NA,"Y"
"428",428,428,428,7,2,1937,"","New Guinea","Private - Purdue Reasearch Foundation","","Lae - Howland Island","Lockheed 10E Electra","NR16020","1055",2,2,0,NA,"Y"
"430",430,430,430,8,2,1937,"","Sudan","Ala Littoria","","Rome, Italy - Kartoum","Savoia-Marchetti SM73","I-SUSA","30014",9,9,0,NA,"Y"
"432",432,432,432,8,8,1937,"10:50","China","China National Aviation Corporation","","Canton - Shanghi","Sikorsky S-43","","",11,3,0,NA,"Y"
"434",434,434,434,8,23,1937,"","Argentina","Pan American Grace Airways","","Mendosa - Cordoba","Douglas DC-2","NC14298","",3,3,0,NA,"Y"
"436",436,436,436,3,23,1938,"","France","Air France","","","Dewoitine D-338","F-AQBB","2",8,8,0,NA,"Y"
"438",438,438,438,10,6,1937,"","Netherlands Indies","KLM Royal Dutch Airlines","","","Douglas DC-3","PH-ALS","",5,4,0,NA,"Y"
"440",440,440,440,11,12,1937,"","Germany","Deutsche Lufthansa","","Berlin - Mannheim","Heinkel He-111","D-AXAV","1830",12,10,0,NA,"Y"
"442",442,442,442,11,26,1937,"","London","Deutsche Lufthansa","","","Junkers JU-52","D-AGAV","",3,3,0,NA,"Y"
"444",444,444,444,12,8,1937,"","France","Air France","","","Potez 621","F-AOTZ","4213",7,2,0,NA,"Y"
"446",446,446,446,1,4,1938,"","Germany","Deutsche Lufthansa","","Milan, Italy - Frankfurt, Germany","Junkers JU-52/3m","D-ABUR","5777",6,6,0,NA,"Y"
"448",448,448,448,1,11,1938,"19:40","U.S. Samoa","Pan American World Airways","1","Honolulu - Pago Pago - Auckland","Sikorsky S-42 (flying boat)","NC16734","4207",7,7,0,NA,"Y"
"450",450,450,450,2,2,1938,"20:40","California","Military - U.S. Navy / Military - U.S. Navy","","","Consolidated PBY-2 / Consolidated PBY-2","04062 / 0463","",14,11,0,NA,"Y"
"452",452,452,452,2,9,1938,"","France","Air France","","Marseille, France - Ajaccio, Corsica","Lioré-et-Olivier H-242","F-ANPB","5",12,8,0,NA,"Y"
"454",454,454,454,2,22,1938,"","France","Deutsche Lufthansa","","Berlin, Germany - Paris, France","Junkers JU.52","D-APAR","",3,3,0,NA,"Y"
"456",456,456,456,3,7,1938,"","India","Air France","","Hanoi, Vietnam - Paris, France","Potez 621","F-ANQR","4031/12",7,7,0,NA,"Y"
"458",458,458,458,4,12,1938,"","Italy","Ala Littoria","","","Junkers JU-52","I-BAUS","4063",19,19,0,NA,"Y"
"460",460,460,460,5,10,1938,"","New Zealand","United Airways of New Zealand","","","Lockheed 10 Electra","ZK-AFC","",2,2,0,NA,"Y"
"462",462,462,462,5,22,1938,"13:40","Brazil","Cruzeiro do Sul","","","Junkers JU-52/3m","PP-CBC","5453",17,2,0,NA,"Y"
"464",464,464,464,5,27,1938,"","Germany","Deutsche Lufthansa","","","Heinkel 116","D-ATIO","",3,3,0,NA,"Y"
"466",466,466,466,6,8,1938,"","Tanganyika","Wilson Airways","","","De Havilland DH-85","VP-KBE","",3,3,0,NA,"Y"
"468",468,468,468,7,8,1938,"2:56","Montana","Northwest Orient Airlines","4","Seattle - Chicago","Lockheed 14 Super Electra","NC17383","",10,10,0,NA,"Y"
"470",470,470,470,7,22,1938,"","Romania","LOT Polish Airlines","","Warsaw, Poland - Bucharest, Romania","Lockheed 14H Super Electra","SP-BNG","1432",14,14,0,NA,"Y"
"472",472,472,472,7,27,1938,"","Kenya","Imperial Airways","","Kisumu - Alexandria","Armstrong-Withworth Atlanta","G-ABTG","AW-785",4,4,0,NA,"Y"
"474",474,474,474,8,10,1938,"","Japan","Dai Nippon","","","Douglas DF-151","J-ANES","",6,6,0,NA,"Y"
"476",476,476,476,8,13,1938,"","Germany","CSA Czech Airlines","","Prague - Paris, France","Savoia-Marchetti SM73","OK-BAG","",17,16,0,NA,"Y"
"478",478,478,478,8,18,1938,"","Romania","LOT Polish Airlines","","","Lockheed 14 Electra","SP-BNJ","1424",7,7,0,NA,"Y"
"480",480,480,480,8,24,1938,"8:00","China","China National Aviation Corporation","","Hong Kong - Chungking","Douglas DC-2","32","1369",17,14,0,NA,"Y"
"482",482,482,482,10,1,1938,"","Gambia","Deutsche Lufthansa","","","Dornier DO.18","","",4,4,0,NA,"Y"
"484",484,484,484,10,10,1938,"","Germany","Sabena","","Brussells - Berlin","Savbia-Marchetti  S-73P","OO-AGT","",20,20,0,NA,"Y"
"486",486,486,486,11,2,1938,"","England","British Airways","","","Lockheed 14 Electra","CF-TCL","",2,2,0,NA,"Y"
"488",488,488,488,11,14,1938,"18:41","Amsterdam","KLM Royal Dutch Airlines","","Berlin-Amsterdam","Douglas DC-3","PH-ARY","2021",19,6,0,NA,"Y"
"490",490,490,490,11,26,1938,"","Gambia","Deutsche Lufthansa","","","Junkers JU90V2","D-AIVI","4914",15,11,0,NA,"Y"
"492",492,492,492,11,29,1938,"5:30","California","United Air Lines","6","Medford - Oakland","Douglas DC 3-A-SB-3-G-14","NC16066","1907",7,7,0,NA,"Y"
"494",494,494,494,12,9,1938,"","Netherlands","KLM Royal Dutch Airlines","","Instructional Flight","Lockheed 14-WF62 Super Electra","PH-APE","1413",4,4,0,NA,"Y"
"496",496,496,496,1,7,1939,"","France","Swissair","","Zurich - Geneva - Paris","Douglas DC-2-115B","HB-ITA","1329",9,5,0,NA,"Y"
"498",498,498,498,1,13,1939,"","Brazil","Syndicato Condor","","","Junkers JU-52/3m","PP-CAY","4042",9,9,0,NA,"Y"
"500",500,500,500,1,21,1939,"12:30","AtlantiOcean between N.Y. and Bermuda","Imperial Airways","","New York City - Bermuda","Short S-23 (flying boat)","G-ADUU","S-812",13,3,0,NA,"Y"
"502",502,502,502,3,14,1939,"","Belgium","Sabena","","","Junkers JU-52","OO-AUA","",3,3,0,NA,"Y"
"504",504,504,504,3,18,1939,"","Washington","Boeing Aircraft Company","-","Test flight","Boeing 307 Stratoliner","NX19901","1994",10,10,0,NA,"Y"
"506",506,506,506,6,3,1941,"17:00","AtlantiOcean","Great Western and Southern Air Lines","","","de Havilland DH-84 Dragon","G-ACPY","6076",6,6,0,NA,"Y"
"508",508,508,508,4,3,1939,"","Morocco","Air France","","","Caudron C.635 Simoun","F-AOOT","7372",9,9,0,NA,"Y"
"510",510,510,510,5,2,1939,"","Morocco","Air France","","Casablanca, Morocco - Dakar, Senegal","Dewoitine D-338","F-ARIC","25",9,9,0,NA,"Y"
"512",512,512,512,6,10,1939,"","The Netherlands","KLM Royal Dutch Airlines","","","Koolhoven FK.43","PH-AJK","",3,3,0,NA,"Y"
"514",514,514,514,8,4,1939,"","Spain","Deutsche Lufthansa","","Toulouse, France - Casablanca, Morocco","Junkers JU-52/3m","D-AUJG","5942",7,7,0,NA,"Y"
"516",516,516,516,8,15,1939,"","Denmark","British Airways","","London - Hamburg - Copenhagen","Lockheed 10 Electra","G-ASEY","",6,5,0,NA,"Y"
"518",518,518,518,8,30,1939,"","Germany","Deutsche Lufthansa","","Berlin - Hanover - Cologne - London","Junkers JU-52/3m","D-AFOP","5800",7,7,0,NA,"Y"
"520",520,520,520,12,21,1939,"","Off Malta-Luqa","Imperial Airways","","Egypt - England","Lockheed 14 Super Electra","G-AFYU","1444",11,5,0,NA,"Y"
"522",522,522,522,1,15,1940,"","Indonesia","KNILM","","","Lockheed 14 Super Electra","PK-AFO","1415",9,8,0,NA,"Y"
"524",524,524,524,4,22,1940,"","Scotland","British Overseas Airways","","Perth, Scotland - London, England","Lockheed 14 Super Electra","G-AFKD","1484",3,3,0,NA,"Y"
"526",526,526,526,6,14,1940,"14:00","Estonia","Aero O-Y","","Tallinn, Estonia - Helsinki, Finland","Junkers JU-52/3mge","OH-ALL","5494",9,9,0,NA,"Y"
"528",528,528,528,8,13,1940,"10:15","Australia","Military - Royal Australian Air Force","","Melbourne - Canberra","Lockheed Hudson A16-97","","",10,10,0,NA,"Y"
"530",530,530,530,8,31,1940,"14:41","Virginia","Pennsylvania Central Airlines","19","Washington D.C. - Detroit","Douglas DC-3","NC21789","2188",25,25,0,NA,"Y"
"532",532,532,532,10,29,1940,"","Germany","Deutsche Lufthansa","","","Douglas DC-3","D-AAIH","1973",15,2,0,NA,"Y"
"534",534,534,534,11,8,1940,"","Germany","Deutsche Lufthansa","","","Junkers JU-90","D-AVMF","10",29,29,0,NA,"Y"
"536",536,536,536,11,27,1940,"","Mediterranean Sea","Air France","","","Farman F-224","F-AROA","2",6,6,0,NA,"Y"
"538",538,538,538,1,15,1941,"","Off South Africa","LATI","","","Savoia-Marchetti SM-75","I-BAYR","32013",10,10,0,NA,"Y"
"540",540,540,540,1,20,1941,"","China","China National Aviation Corporation","","","Ford 5-AT Tri-Motor","","",6,5,0,NA,"Y"
"542",542,542,542,2,6,1941,"2:00","Canada","Trans Canada Air Lines","","","Lockheed 14-H2 Super Electra","CF-TCP","1501",12,12,0,NA,"Y"
"544",544,544,544,3,1,1941,"","Norway","Deutsche Lufthansa","","","Junkers JU-52/3m","D-AQUB","5751",12,3,0,NA,"Y"
"546",546,546,546,6,19,1941,"","Romania","LARES","","Bucharest , Romania- Sofia, Bulgaria","Douglas DC-3","YR-PIF","1985",15,15,0,NA,"Y"
"548",548,548,548,8,10,1941,"20:35","Scotland","Military -Royal Air Force","","","Consolidated LB-30A Liberator","AM261","",22,22,0,NA,"Y"
"550",550,550,550,8,18,1941,"","Brazil","Panair do Brasil","","Porto Alegre - Rio de Janera","Lockheed 18 LodeStar","PP-PBD","2083",12,8,0,NA,"Y"
"552",552,552,552,9,1,1941,"","Scotland","British Overseas Airways","","","Consolidated 32-2 Liberator I","AM-915","",10,10,0,NA,"Y"
"554",554,554,554,10,28,1941,"","","Deutsche Lufthansa","","","Junkers JU-53/3m","D-AUXZ","7172",13,13,0,NA,"Y"
"556",556,556,556,10,30,1941,"22:10","Canada","American Airlines","1","New York - Buffalo - Chicago - Detroit","Douglas DC-3","NC25663","2207",20,20,0,NA,"Y"
"558",558,558,558,1,16,1942,"19:23","Nevada","Trans Continental and Western Air","3","Las Vegas - Los Angeles","Douglas DC-3","NC1946","3295",22,22,0,NA,"Y"
"560",560,560,560,1,30,1942,"","Timor","Qantas","","","Short S-23 (flying boat)","G-AEUH","S-850",18,13,0,NA,"Y"
"562",562,562,562,2,20,1942,"","Australia","Qantas","","","deHavilland DH-86","VH-USE","2309",9,9,0,NA,"Y"
"564",564,564,564,3,3,1942,"","Australia","Military - U.S. Army Air Force","","","Consolidated B-24 Liberator","40-2370","",33,19,0,NA,"Y"
"566",566,566,566,8,27,1943,"","North Sea","Aktiebolaget Aerotransport","","","Douglas DC-3","SE-BAF","2133",7,7,0,NA,"Y"
"568",568,568,568,4,21,1942,"21:27","Australia","Guinea Airways Limited","","Brisbane - Bachelor Field","Lockheed 14 Electra","VH-ADY","",12,12,0,NA,"Y"
"570",570,570,570,5,12,1942,"11:51","Montana","Northwest Orient Airlines","1","Chicago - Seattle","Douglas DC-3-A-269","NC 21714","2129",14,3,0,NA,"Y"
"572",572,572,572,7,7,1942,"","Australia","Military - Royal Australian Air Force","","","Lockheed Hudson","A16-198","",10,10,0,NA,"Y"
"574",574,574,574,8,21,1942,"","","Deutsche Lufthansa","","","Siebel Si-204","","",4,4,0,NA,"Y"
"576",576,576,576,8,23,1942,"","England","Military - Royal Air Force","","","Short Sunderland","W4026","",14,13,0,NA,"Y"
"578",578,578,578,9,27,1942,"","Algeria","Air France","","","Dewoitine D-342","F-ARIZ","1",25,25,0,NA,"Y"
"580",580,580,580,10,3,1942,"19:05","Newfoundland","American Export Airlines","71","New York - Botwood - Foynes, Ireland","Sirkorsky 44A (flying boat)","NC41880","4401",37,11,0,NA,"Y"
"582",582,582,582,10,23,1942,"17:15","California","American Airlines / Military - USAF","28","Palm Springs - New York City","Douglas DC-3 / Boeing B-34","NC16017","1555",13,12,0,NA,"Y"
"584",584,584,584,12,15,1942,"1:22","Utah","Western Airlines","13","Salt Lake - Las Vegas - Burbank","Douglas DC-3A","NC16060","1900",19,17,0,NA,"Y"
"586",586,586,586,1,9,1943,"","Portugal","British Overseas Airways","","","Short S-26 (flying boat)","G-AFCK","S-873",13,13,0,NA,"Y"
"588",588,588,588,1,18,1943,"23:00","AtlantiOcean","Military - U.S. Army Air Forces","","Accra, Ghana - Natal, Brazil","Consolidated C-87","41-1708","",26,26,0,NA,"Y"
"590",590,590,590,1,22,1943,"15:15","Peru","Pan American Grace Airlines","9","Santiago, Chili - Arequipa, Peru - Lima, Peru","Douglas DC-3A","NC33645","4124",15,14,0,NA,"Y"
"592",592,592,592,2,18,1943,"12:30","Washington","Private - Boeing Aircraft Company","","Test flight","Boeing XB-29","41-3","",10,10,20,NA,"Y"
"594",594,594,594,3,11,1943,"","China","China National Aviation Corporation","","Kunming - Assam","Douglas C-53","53","",3,3,0,NA,"Y"
"596",596,596,596,3,27,1943,"5:15","Australia","Military - Royal Australian Air Force","","","Douglas C-47-DL","A65-2","6149",24,24,0,NA,"Y"
"598",598,598,598,6,1,1943,"11:00","Off the coast of France","British Overseas Airways","2L272","Lisbon - London","Douglas DC-3","G-AGBB","1590",17,17,0,NA,"Y"
"600",600,600,600,6,14,1943,"","Australia","Military - U.S. Army Air Forces","","","B-17C Flying Fortress","","",41,40,0,NA,"Y"
"602",602,602,602,6,30,1943,"","Sudan","British Overseas Airways","","","Lockheed Hudson VI","FK-618","",16,16,0,NA,"Y"
"604",604,604,604,7,28,1943,"","Ireland","British Overseas Airways","","Lisbon - Foynes - Poole","Short Sunderland 3 (flying boat)","G-AGES","",25,12,0,NA,"Y"
"606",606,606,606,8,1,1943,"15:00","Romania","Military - U.S. Army Air Forces","","Bombing run","Consolidated B-24","","",10,10,63,NA,"Y"
"608",608,608,608,8,11,1943,"","China","China National Aviation Corporation","","","Douglas C-53","48","",3,3,0,NA,"Y"
"610",610,610,610,9,10,1943,"16:00","Texas","Military - U.S. Army Air Forces","","","Boeing B-17F / Boeing B-17F","42-4621/42-6031","",22,22,0,NA,"Y"
"612",612,612,612,9,22,1943,"6:00","India","Military - U.S. Army Air Forces","","","Douglas C-53","42-6471","4923",20,20,0,NA,"Y"
"614",614,614,614,10,19,1943,"","Canada","Military - Royal Canadian Air Force","","","Consolidated B-24","","",24,24,0,NA,"Y"
"616",616,616,616,10,22,1943,"20:20","Georgia","Military - U.S. Army Air Forces","","","Douglas C-47-DL","42-5677","7371",20,20,0,NA,"Y"
"618",618,618,618,11,19,1943,"","China","China National Aviation Corporation","","","Douglas C-53","59","",3,2,0,NA,"Y"
"620",620,620,620,11,26,1943,"","New Guinea","Qantas","","","Lockheed L-18-56 Lodestar","VH-CAB","",15,15,0,NA,"Y"
"622",622,622,622,12,19,1943,"9:20","Australia","Military - U.S. Air Force","","","Douglas C-47A-60-DL","43-30742","13893",31,31,0,NA,"Y"
"624",624,624,624,1,15,1944,"","Yugoslavia","Deutsche Lufthansa","","","Junkers JU-52/3m","D-ADQW","640610",5,5,0,NA,"Y"
"626",626,626,626,2,20,1944,"","China","China National Aviation Corporation","","","Douglas C-47","75","",2,2,0,NA,"Y"
"628",628,628,628,4,6,1944,"15:48","Alaska","Pan American World Airways","","Nome - Fairbanks","Pilgrim 100B","NC742N","",6,6,0,NA,"Y"
"630",630,630,630,4,21,1944,"","Norway","Deutsche Lufthansa","","","Douglas DC-3","D-AAIG","2095",20,9,0,NA,"Y"
"632",632,632,632,5,26,1944,"","China","China National Aviation Corporation","","Calcutta - Dinjan","Douglas C-47","82","",12,12,0,NA,"Y"
"634",634,634,634,6,6,1944,"1:30","France","Military - U.S. Army Air Forces","","","Douglas C-47A-DL","42-101035","19498",22,22,0,NA,"Y"
"636",636,636,636,6,6,1944,"1:15","France","Military - U.S. Army Air Forces","","","Douglas C-47A","42-93095","112969",22,22,0,NA,"Y"
"638",638,638,638,6,18,1944,"","China","China National Aviation Corporation","","Kunming - Chungking,","Douglas C-47","71","",4,2,0,NA,"Y"
"640",640,640,640,7,26,1944,"3:00","North AtlantiOcean","Military - U.S. Army Air Forces","","England - Long Island, N.Y.","Douglas C-54A-DO (DC-4)","42-107470","7489",26,26,0,NA,"Y"
"642",642,642,642,7,31,1944,"","PacifiOcean","Pan American Airways","","","Consolidated Catalina PB2Y-3R","7233","",24,22,0,NA,"Y"
"644",644,644,644,8,8,1944,"13:20","Cuba","Pan American World Airways","218","Antilla - Miami","Sikorsky S-42 (flying boat)","NC823M","4201",31,17,0,NA,"Y"
"646",646,646,646,8,23,1944,"10:45","England","Military - U.S. Air Force","","","Consolidated B-24H","42-50291","",3,3,58,NA,"Y"
"648",648,648,648,8,30,1944,"","Brazil","Panair do Brasil","","","Lockheed 18 Lodestar","PP-PBI","2114",16,16,0,NA,"Y"
"650",650,650,650,9,7,1944,"","Australia","Military - Royal Netherlands East Indies Air Force","","Merauke -- Cairns","C-47 Dakota DT-941","VH-RDK","",20,20,0,NA,"Y"
"652",652,652,652,9,21,1944,"","Brazil","Panair do Brasil","","","Lockheed 18 Lodestar","PP-PBH","2113",17,17,0,NA,"Y"
"654",654,654,654,6,30,1945,"","Texas","Military - U.S. Air Force","","","Boeing TB-29A Super Fortress","44-69943","",12,12,0,NA,"Y"
"656",656,656,656,10,10,1944,"","Bosnia","Deutsche Lufthansa","","","Junkers JU-52/3m","D-AUSS","641382",7,7,0,NA,"Y"
"658",658,658,658,10,16,1944,"","Norway","Deutsche Lufthansa","","","Junkers JU-52/3m","D-ADQV","640608",15,15,0,NA,"Y"
"660",660,660,660,10,18,1944,"15:40","England","Military - U.S. Army Air Forces","","Liverpool - New York","Consolidated B24H","42-50347","",24,24,0,NA,"Y"
"662",662,662,662,11,19,1944,"15:10","England","Military - U.S. Army Air Forces","","","Douglas C-47A-DL","43-15046","19512",30,25,0,NA,"Y"
"664",664,664,664,11,29,1944,"","Kenya","BOAC","","","Lockheed 18 LodeStar","G-AGBW","",15,15,0,NA,"Y"
"666",666,666,666,11,30,1944,"","China","China National Aviation Corporation","","","Douglas C-47","56","",3,3,0,NA,"Y"
"668",668,668,668,12,3,1944,"","AtlantiOcean","Trans-Canada Air Lines","","","Avro 683 Lancaster","CF-CMU","",5,5,0,NA,"Y"
"670",670,670,670,1,6,1945,"","India","China National Aviation Corporation","","Kunming - Tengchung","Douglas C-47","77","",4,4,0,NA,"Y"
"672",672,672,672,1,10,1945,"4:10","California","American Airlines","6001","New York City - Juarez, Mexico - Burbank","Douglas DC-3","NC25684","2215",24,24,0,NA,"Y"
"674",674,674,674,1,16,1945,"","China","China National Aviation Corporation","","Chongqing - Kunming","Douglas C-47","","",3,3,0,NA,"Y"
"676",676,676,676,1,31,1945,"","Australia","Australian National Airways","","","Stinson Model A","VH-UYY","",10,10,0,NA,"Y"
"678",678,678,678,2,6,1945,"10:05","England","Military -Royal Air Force","","","Douglas C-47 Dakota","KG630","13390",23,23,0,NA,"Y"
"680",680,680,680,2,15,1945,"","Brazil","Navegacao Aerea Brasileira","","","Lockheed 18 Loadstar","PP-NAE","2149",11,11,0,NA,"Y"
"682",682,682,682,2,23,1945,"2:25","Virginia","American Airlines","9","New York City - Los Angeles","Douglas DC-3","N18142","2138",22,17,0,NA,"Y"
"684",684,684,684,4,9,1945,"","China","China National Aviation Corporation","","Kunming - Sichang","Douglas C-47","88","",3,3,0,NA,"Y"
"686",686,686,686,4,19,1945,"5:35","Australia","Military - U.S. Navy","-","","Douglas DC-3","39067","",13,13,0,NA,"Y"
"688",688,688,688,4,20,1945,"6:40","Texas","Military - U.S. Army Air Forces","","Midland, TX - Nashville, TN","Douglas C-47-DL","41-18451","4513",25,25,0,NA,"Y"
"690",690,690,690,4,23,1945,"","England","Military - U.S. Air Force","","Ridgewell - Nutts Corner","B17G Flying Fortress","43-38856","",31,31,0,NA,"Y"
"692",692,692,692,5,5,1945,"22:26","New Guinea","Military - U.S. Army Air Forces","","","Douglas C-54E-DO (DC-4)","44-9043","27269",21,21,0,NA,"Y"
"694",694,694,694,5,9,1945,"1:30","France","Military -Royal Air Force","","England - Brussels","Avro Lancaster","RF230","",31,31,0,NA,"Y"
"696",696,696,696,5,30,1945,"9:20","Ivory Coast","Military - U.S. Army Air Forces","","Accra, Ghana - Monrovia, Liberia","Douglas C-47B-dK","44-76406","32738",21,21,0,NA,"Y"
"698",698,698,698,6,24,1945,"","Australia","MaRobertson Miller Airlines","","","de Havilland DH-86A","VH-USF","2310",11,2,0,NA,"Y"
"700",700,700,700,6,29,1945,"","India","Military - Royal Indian Air Force","","","","","",2,2,36,NA,"Y"
"702",702,702,702,7,11,1945,"","Kenya","Military - South African Air Force","","","Douglas C-47","6812","",28,28,0,NA,"Y"
"704",704,704,704,7,28,1945,"9:49","New York","Military - U.S. Army Air Forces","","","North American B-25D bomber","43-0577","",3,3,11,NA,"Y"
